,0,1,2,3,4,5
269,109,4076,319.6224,92.5452,71.8475,72.0397
270,110,4208,286.9533,98.4409,58.7023,73.1969
271,111,2179,173.1543,53944,51.9422,52.6725
272,112,2715,204.9533,74157,47.3482,58.7949
273,113,7585,349.3625,125.6224,78.5007,98.2727
274,114,1316,143.1543,52.2869,32.6612,40.9339
275,115,1267,134.3259,45.9794,35.5736,40.1646
276,116,5807,294.7939,100.3959,75.4577,85.9866
277,117,10204,404.2914,141.2029,94.2368,113.9831
278,118,7919,341.3036,113.3959,90623,100.4131
279,119,12319,504.7006,168.76,99.1904,125.2399
280,120,7916,341.9483,108.6774,94.2245,100394
281,121,5622,337.3209,128.7418,60.7165,84.6059
282,122,6804,316.2082,96.5273,91736,93.0759
283,123,21158,706.1219,248.7727,122.3023,164.1317
284,124,2341,180.3675,57.2247,52.6197,54.5954
285,125,1260,137.9828,52.4698,30826,40.0535
286,126,7110,325.5807,104.6789,88106,95.1459
287,127,3992,239.9239,79.1304,65.1565,71.2936
288,128,6527,322.6518,119.6579,70.8185,91.1616
289,129,4099,268.3087,106.87,49.4777,72.2427
290,130,2123,172.5685,56.5778,48.4279,51.9912
291,1,12593886,38337.2168,4841.8101,3618.3534,4004.3768
292,2,5036,273.3381,90.7319,72.2064,80.0752
293,3,4610,269.8234,88.4072,70.4343,76.6135
294,4,2999,213.7817,76.6389,50.6661,61.7936
295,5,3328,217.4386,71.1161,60.2051,65.0949
296,6,3709,233.8234,85.5048,55571,68.7201
297,7,3994,238.5929,77.7853,66.2066,71.3114
298,8,4763,261.2965,83.7029,73.9183,77.8745
299,9,4652,273.1787,92.0209,67.2148,76.9617
300,10,6310,313.0366,97.6041,86.7227,89.6334
301,11,3087,214.7523,75.8144,53.1836,62.6936
302,12,3226,219.0244,76.0066,54.7197,64.0896
303,13,6727,325.4214,108.4044,80.9317,92.5477
304,14,3253,217.4386,76.2815,54.8492,64.3572
305,15,4944,277.3797,95.0952,68.2536,79.3404
306,16,1219,130.7696,46.3152,33.9287,39.3964
307,17,2967,224.5685,89.7527,42.7992,61463
308,18,4315,253.8234,78.7791,72.0637,74.1217
309,19,1864,160.9533,51.0643,47.1898,48.7167
310,20,4623,253.3797,81.0951,73.0009,76.7215
311,21,2401,182.3675,58.7177,52.3075,55.2906
312,22,2955,213196,74.4413,51.7705,61.3386
313,23,3646,236.7523,74.0825,65.2031,68.1339
314,24,3997,242468,81.7368,63.3891,71.3382
315,25,3454,233196,77.1201,60.1784,66.3157
316,26,4700,289.7645,107665,58725,77.3578
317,27,3163,223.2965,82.3779,49.8184,63.4607
318,28,2828,200.5685,63.0264,58.3375,60006
319,29,9093,423.1198,151.5139,86.7724,107.5991
320,30,3960,238.8944,74.6725,68.3133,71.0072
321,31,3803,233.2965,77.5924,63.4662,69.5854
322,32,3503,224267,75.0528,60.1488,66.7844
323,33,4809,263.7645,82.8161,74.7575,78.2497
324,34,3298,229.0955,72.8196,60.8364,64.8008
325,35,2740,219.7817,79.1497,45.6329,59065
326,36,5815,363.4214,134.6713,59.3899,86.0458
327,37,1094,128.9117,42.1262,34.7251,37.3219
328,38,38,35.6213,21.3182,2.3665,6.9558
329,39,3898,240.1249,80.9721,62.4534,70.4492
330,40,2297,199.5807,68.3985,45.8572,54.0799
331,41,3870,240.5513,86.5528,58.0596,70.1957
332,42,5154,273.6224,88.8839,75.1945,81.0079
333,43,4064,244.1076,83.8073,62.8894,71.9336
334,44,1149,132.2254,49.1117,30.1246,38.2486
335,45,3642,242.4092,89.6909,53192,68.0965
336,46,3838,249.7229,85.2319,60461,69.9049
337,47,3231,215.8234,68.6304,61.6606,64.1392
338,48,6042,310.5929,103.1329,78.1271,87.7093
339,49,5084,270.8944,92.8302,70.3528,80.4559
340,50,2916,204.1249,70.8355,53.3581,60.9325
341,51,4032,254.9361,98.1429,53.2785,71.6499
342,52,3409,220.1249,74.7971,58.7978,65.8823
343,53,3728,229.8823,72.2362,66848,68.8958
344,54,1329,140.0833,52.3489,32.5987,41.1356
345,55,3304,220066,79.7874,53.2034,64.8597
346,56,4393,249.6224,78.7664,71.9093,74.7886
347,57,4345,254.3087,81.6422,69903,74.3789
348,58,5205,279.6812,96.1364,70.4929,81.4077
349,59,682,96.8701,33.3311,26.3739,29.4678
350,60,5001,282.9361,98.6127,69.2317,79.7964
351,61,560,85.4558,27.4966,26.1071,26.7023
352,62,1880,160.1249,51.1547,47.3183,48.9254
353,63,3556,231.4386,82376,56.2194,67.2877
354,64,4859,261.7645,85.7846,72.6554,78.6554
355,65,1330,147.1543,48.3683,36.4846,41151
356,66,2494,190.5097,62.0105,52.2837,56.3512
357,67,3102,235.1371,92.5851,44.7096,62.8458
358,68,3209,213.3381,67.7573,60.9815,63.9205
359,69,3482,223.9655,76.0348,58955,66.5839
360,70,3329,226.3087,80.3961,54.6625,65.1046
361,71,3379,232.1249,73.4909,60707,65.5917
362,72,3551,229.8234,80.0812,58.4092,67.2404
363,73,2201,176.3259,61.6722,46.0386,52.9377
364,74,17849,795796,211151,125.2068,150.7516
365,75,6031,312.6934,112796,70.9677,87.6294
366,76,3422,232.1249,84.0608,53.2132,66.0078
367,77,3858,240.5929,83.5714,60187,70.0868
368,78,3144,217.5807,78.3664,52.0122,63.2698
369,79,4737,270.3503,84.3381,74.4372,77.6617
370,80,2817,206.1249,70.4405,51.9922,59.8892
371,81,474,85.3137,26.5599,24.0265,24.5666
372,82,4028,252.6102,92.9489,57.2167,71.6143
373,83,1072,120.9117,38.4801,35.7276,36.9447
374,84,2730,203.8234,64.9126,56.0575,58.9571
375,85,910,115.0538,35.9836,32.7328,34.0389
376,86,1037,127.4975,42.7051,31.6323,36.3366
377,87,612,96.5685,32.5046,24.6548,27.9146
378,88,4668,259.9239,88.3783,68.0711,77094
379,89,857,129.0122,42298,29.0687,33.0328
380,90,1960,167.8823,53.0065,48.5273,49.9555
381,91,1261,155.6396,59.0492,28384,40.0694
382,92,566,96.0833,32.3287,23.9039,26845
383,93,354,88.2254,30.4752,18.0998,21.2303
384,94,66,39.8995,19.1967,4815,9167
385,95,1122,123397,40.5069,35.4329,37.7965
386,96,4989,274.1249,85.0148,77.5601,79.7006
387,97,4941,268.8528,84.4124,76.5615,79.3163
388,98,4073,249.6812,84.5988,62.3945,72.0132
389,99,3428,225.3381,75.2051,58.6809,66.0656
390,100,4047,240.5513,83.6702,61.9144,71783
391,101,2756,200.6102,69.4963,51.1594,59.2372
392,102,4224,250.8944,88.9148,60.7459,73336
393,103,4277,247.2376,79.3854,69109,73.7946
394,104,3566,223.8234,73.8694,61.8343,67.3823
395,105,3434,220468,68.1283,65.0836,66.1234
396,106,3280,217.2376,66.4654,64.3079,64.6237
397,107,6726,317.0366,100556,87.1708,92.5409
398,108,3776,233.5391,77.0501,63.1768,69338
399,109,4334,249.4802,78.5346,71858,74.2847
400,110,3381,214.8528,69.2264,62.5623,65.6111
401,111,2039,169.9828,60.7518,43.1365,50.9523
402,1,11460329,76199.0448,4956.5154,3670.7924,3819.9141
403,2,15482,513.0732,182.1263,111.3236,140.4005
404,3,4658,353.4985,130.7856,51967,77.0114
405,4,25041,608.4823,192.4511,167.6345,178.5586
406,5,10345,417.5635,136.0905,100.1326,114.7679
407,6,761,117.9117,41.4432,26296,31.1277
408,7,1490,162.5097,51.9649,39.9071,43556
409,8,28349,658.0143,202858,180.4144,189987
410,9,4448,304.2082,108.1485,55.5095,75.2554
411,10,15939,490.8183,165.4377,124.4685,142.4576
412,11,14312,482.2742,154.5859,123.8664,134.9911
413,12,13926,653.1859,214.5185,103.0688,133.1583
414,13,9278,423.5046,126356,98.0628,108.6882
415,14,12317,451.8133,145.6831,112.1184,125.2298
416,15,6194,497.2569,159.4575,90.7253,88.8057
417,16,4765,278.0071,101.3328,60.9827,77.8909
418,17,306,97.4975,45.5557,11.1191,19.7386
419,18,3094,249.2792,82.5356,51.6799,62.7647
420,19,16478,505.1198,161.5355,131.5626,144.8463
421,20,35225,912.0153,301.0084,156.3463,211.7779
422,21,14753,491.6468,174.7804,110.6623,137.0551
423,22,24098,627.6234,190.6521,166.5178,175.1643
424,23,3611,253.6224,85.5868,55.8627,67.8061
425,24,11207,430.2914,143.7394,102722,119.4537
426,25,9358,549.6184,214.8578,74.7648,109.1557
427,26,13780,464.8183,153.8137,115.9625,132.4584
428,27,8078,402.8183,148973,74051,101.4161
429,28,24891,1052.2468,264.5828,138.0746,178023
430,29,2198,200.7817,69.0644,44.5546,52.9016
431,30,56132,1271.4184,410.2851,204.9724,267.3378
432,31,95,65.6569,36.2953,3.4929,10.9981
433,32,973,121.8406,46.2646,27.5276,35.1975
434,33,14454,477.4285,139.1169,134.8555,135.6591
435,34,7810,430.0071,126.6854,93.9115,99.7196
436,35,4348,266.5929,80.0582,71.8493,74.4046
437,36,17372,524.4996,174.2616,129.4504,148.7236
438,37,17110,527.8478,158.8624,141.9402,147.5979
439,38,17924,517.8721,174.1481,132.0481,151068
440,39,29680,699595,212.2047,185.8427,194.3959
441,40,19104,708.4407,226.7748,122.4501,155.9614
442,41,3918,283.1137,99105,55.6368,70.6297
443,42,2487,217.8234,72.7779,46.7192,56.2721
444,43,31420,935.7554,232.6657,195.2697,200013
445,44,11248,473.6884,134.6359,113.6513,119672
446,45,8387,362.2914,113157,97.2078,103.3376
447,46,3178,249.5219,91.7967,45.9501,63611
448,47,1655,160.3675,49.8132,44.0417,45.9044
449,48,243,82.8701,32487,13.02,17.5897
450,49,68,58.2426,33.2797,2.7245,9.3049
451,50,116,69.6569,36.9843,4.1114,12153
452,51,6594,342.2914,102.3092,85.9527,91.6283
453,52,14460,493.5046,152.6688,126.5364,135.6873
454,53,25350,752.7899,244959,141.2487,179657
455,54,41893,1056.9575,352.8505,170.9546,230.9542
456,55,2942,232.9949,75.2354,51987,61.2035
457,56,2148,201.0955,62.8374,46.9136,52.2964
458,57,1469,155.9828,48977,39.3446,43248
459,58,42704,976.0387,311.6242,187.7414,233.1789
460,59,21674,571.6123,191.5349,145.6432,166121
461,60,16679,541.8894,159.5649,140.5947,145727
462,61,24421,964.5067,266.7854,149.4317,176.3343
463,62,15640,763.8721,234.1952,102.6379,141.1151
464,63,2662,224.3259,81.5433,43.9544,58.2182
465,64,8323,493.5046,156.6688,76.8861,102.9426
466,65,9304,428.4396,142.6316,87.3163,108.8403
467,66,17295,601.7899,182.8158,126.6518,148.3937
468,67,5312,367.0488,115.9873,62.8192,82.2402
469,68,14443,471.0193,154.2371,121.7784,135.6075
470,69,3712,266.9361,90.0317,54.8786,68.7478
471,70,3300,248.5929,80.8312,56.2079,64.8204
472,71,91,63.6569,34.6486,3.4964,10.7641
473,72,883,125.9828,48.4044,23.8686,33.5301
474,73,68,65.6213,38.5082,2298,9.3049
475,74,1616,166.6041,53.2458,42.3322,45.3603
476,75,37825,1018.4712,340.4509,177.5232,219.4545
477,76,23196,803.7199,202.5575,175.6105,171.8548
478,77,5314,292.9361,94.6891,74.8259,82.2557
479,78,418,108.0477,49.8264,13.1839,23.0698
480,79,9603,390.5462,121.0665,102848,110.5754
481,80,116,56.1421,26.9988,5.5716,12153
482,81,8513,759.2031,167353,131.1174,104.1109
483,82,1369,153.1249,44.3623,42.3066,41.75
484,83,597,93734,31.8086,24.3531,27.5703
485,84,16719,545.6884,166.7864,134.3425,145.9017
486,85,1314,155.4325,54762,32.3405,40.9028
487,86,2126,210.2021,73.1758,41.5937,52.0279
488,87,4491,328.0488,117.3253,55.9748,75.6182
489,88,13777,523.4335,162.1696,114.9335,132444
490,89,42930,1022.5483,309.6091,194879,233.7952
491,90,16137,752.4823,197.1452,126.0773,143.3397
492,91,12667,539.6468,187.0332,98.0241,126.9966
493,92,5459,453.1026,153285,72.4761,83.3703
494,93,4127,258.3087,90.8936,59.5997,72489
495,94,4468,273.5391,95.4943,62.6814,75.4244
496,95,22707,647.7838,226.0404,133.2482,170.0337
497,96,19565,642.1392,203.0271,136.8789,157832
498,97,26942,774328,230263,160.2042,185.2124
499,98,13935,490.7178,164.7581,115.1902,133.2013
500,99,14989,528.4457,170.86,117.5919,138147
501,100,3599,278066,86.1696,58.7288,67.6933
502,101,33125,832.6833,265.9901,174.4141,205.3681
503,102,10540,403.9127,122.3138,111.2779,115.8445
504,103,18116,523.0782,180.4048,129.6324,151875
505,104,30058,925.8965,286.7284,147.6916,195.6298
506,105,15502,505.6468,174.4531,117.3613,140.4911
507,106,5364,305.0721,97.0892,73.4343,82.6417
508,107,3022,234066,71.2855,58.4937,62.0301
509,108,2084,178.0833,57.7302,47.7127,51.5115
510,109,2448,202.1249,69.5354,46.4972,55.8291
511,110,2065,198.7462,73.0059,37.0745,51.2761
512,111,19259,549.5046,199.0403,124.0767,156.5928
513,112,1571,162.2843,50.2208,41.6821,44.7243
514,113,136,74.3848,36.8299,7.7809,13159
515,114,594,103.2548,32.7251,26.0828,27501
516,115,21772,600.9371,196.7469,142.7247,166.4962
517,116,22268,597.0854,183.2923,158.6196,168382
518,117,14477,650.8721,190.2207,110.7467,135767
519,118,1727,205267,71.2387,34.4349,46.8923
520,119,1484,175.4975,51.1099,42.1911,43.4682
521,120,17142,566.1737,205.5618,110.1847,147.7358
522,121,13763,550.4752,168.1087,115.7138,132.3767
523,122,502,113.8762,48.2763,16.4549,25.2817
524,123,1128,171.0955,60542,32.1516,37.8974
525,124,12564,456.7006,157.4906,105.0631,126.4792
526,125,3814,236267,73.0414,68.0766,69686
527,126,6942,340.0071,121.6393,75.9106,94015
528,127,8878,449.1615,146.2781,84.1182,106.3194
529,128,2038,190.2021,60.6637,45488,50.9398
530,129,13209,444.7595,140.0562,121.1024,129.6851
531,130,711,109.1543,35.3213,28.5088,30.0878
532,131,98,67.0355,37.3668,3484,11.1704
533,132,18644,569.2864,197.0423,124.5895,154.0723
534,133,5263,278.3503,86.8234,78.5987,81.86
535,134,12824,457.5879,149.3101,113.1761,127.7812
536,135,12747,437.4457,143.5693,114.7397,127397
